Aar;erMann;Kommune;KommNr;Fylke;FylkeNum;BoShHN;BoShHNnum;BoHF;BoHFnum;BoRHF;boRHFnum;Bydel;BydelNum;AntInnb
2009;Menn;Vestre Toten;529;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;6392
2009;Menn;Jevnaker;532;Oppland;5;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;3063
2009;Menn;Lunner;533;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;4308
2009;Menn;Gran;534;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;6633
2009;Menn;Søndre Land;536;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;2950
2009;Menn;Nordre Land;538;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;3282
2009;Menn;Sør-Aurdal;540;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;1633
2009;Menn;Etnedal;541;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;710
2009;Menn;Nord-Aurdal;542;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;3185
2009;Menn;Vestre Slidre;543;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;1137
2009;Menn;Øystre Slidre;544;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;1597
2009;Menn;Vang;545;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;797
2009;Menn;Drammen;602;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;30747
2009;Menn;Kongsberg;604;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;12481
2009;Menn;Ringerike;605;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;14230
2009;Menn;Hole;612;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;3040
2009;Menn;Flå;615;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;512
2009;Menn;Nes;616;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;1693
2009;Menn;Gol;617;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;2225
2009;Menn;Hemsedal;618;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;1073
2009;Menn;Ål;619;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;2296
2009;Menn;Hol;620;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;2217
2009;Menn;Sigdal;621;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;1737
2009;Menn;Krødsherad;622;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;1039
2009;Menn;Modum;623;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;6433
2009;Menn;Øvre Eiker;624;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;8361
2009;Menn;Nedre Eiker;625;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;11232
2009;Menn;Lier;626;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;11677
2009;Menn;Røyken;627;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;9519
2009;Menn;Hurum;628;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;4518
2009;Menn;Flesberg;631;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;1315
2009;Menn;Rollag;632;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;696
2009;Menn;Nore og Uvdal;633;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;1275
2009;Menn;Horten;701;Vestfold;7;;;Vestfold;21;Boomr Helse Sør-Øst RHF;4;;;12660
2009;Menn;Holmestrand;702;Vestfold;7;;;Vestfold;21;Boomr Helse Sør-Øst RHF;4;;;5040
2009;Menn;Tønsberg;704;Vestfold;7;;;Vestfold;21;Boomr Helse Sør-Øst RHF;4;;;19312
2009;Menn;Sandefjord;706;Vestfold;7;;;Vestfold;21;Boomr Helse Sør-Øst RHF;4;;;21186
2009;Menn;Larvik;709;Vestfold;7;;;Vestfold;21;Boomr Helse Sør-Øst RHF;4;;;20988
2009;Menn;Svelvik;711;Vestfold;7;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;3222
2009;Menn;Sande;713;Vestfold;7;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;4155
2009;Menn;Hof;714;Vestfold;7;;;Vestfold;21;Boomr Helse Sør-Øst RHF;4;;;1545
2009;Menn;Re;716;Vestfold;7;;;Vestfold;21;Boomr Helse Sør-Øst RHF;4;;;4420
2009;Menn;Andebu;719;Vestfold;7;;;Vestfold;21;Boomr Helse Sør-Øst RHF;4;;;2694
2009;Menn;Stokke;720;Vestfold;7;;;Vestfold;21;Boomr Helse Sør-Øst RHF;4;;;5505
2009;Menn;Nøtterøy;722;Vestfold;7;;;Vestfold;21;Boomr Helse Sør-Øst RHF;4;;;10107
2009;Menn;Tjøme;723;Vestfold;7;;;Vestfold;21;Boomr Helse Sør-Øst RHF;4;;;2338
2009;Menn;Lardal;728;Vestfold;7;;;Vestfold;21;Boomr Helse Sør-Øst RHF;4;;;1231
2009;Menn;Porsgrunn;805;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;17064
2009;Menn;Skien;806;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;25354
2009;Menn;Notodden;807;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;6128
2009;Menn;Siljan;811;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;1221
2009;Menn;Bamble;814;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;7141
2009;Menn;Kragerø;815;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;5289
2009;Menn;Drangedal;817;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;2084
2009;Menn;Nome;819;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;3253
2009;Menn;Bø;821;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;2733
2009;Menn;Sauherad;822;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;2162
2009;Menn;Tinn;826;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;2896
2009;Menn;Hjartdal;827;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;787
2009;Menn;Seljord;828;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;1449
2009;Menn;Kviteseid;829;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;1275
2009;Menn;Nissedal;830;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;721
2009;Menn;Fyresdal;831;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;712
2009;Menn;Tokke;833;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;1188
2009;Menn;Vinje;834;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;1826
2009;Menn;Risør;901;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;3426
2009;Menn;Grimstad;904;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;10235
2009;Menn;Arendal;906;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;20712
2009;Menn;Gjerstad;911;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;1259
2009;Menn;Vegårshei;912;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;943
2009;Menn;Tvedestrand;914;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;2917
2009;Menn;Froland;919;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;2560
2009;Menn;Lillesand;926;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;4770
2009;Menn;Birkenes;928;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;2393
2009;Menn;Åmli;929;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;962
2009;Menn;Iveland;935;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;638
2009;Menn;Evje og Hornnes;937;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;1697
2009;Menn;Bygland;938;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;622
2009;Menn;Valle;940;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;656
2009;Menn;Bykle;941;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;495
2009;Menn;Kristiansand;1001;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;40351
2009;Menn;Mandal;1002;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;7289
2009;Menn;Farsund;1003;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;4689
2009;Menn;Flekkefjord;1004;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;4553
2009;Menn;Vennesla;1014;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;6535
2009;Menn;Songdalen;1017;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;2992
2009;Menn;Søgne;1018;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;5256
2009;Menn;Marnardal;1021;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;1136
2009;Menn;Åseral;1026;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;470
2009;Menn;Audnedal;1027;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;834
2009;Menn;Lindesnes;1029;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;2350
2009;Menn;Lyngdal;1032;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;3852
2009;Menn;Hægebostad;1034;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;859
2009;Menn;Kvinesdal;1037;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;2903
2009;Menn;Sirdal;1046;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;893
2009;Menn;Eigersund;1101;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;7185
2009;Menn;Sandnes;1102;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;32840
2009;Menn;Stavanger;1103;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;62170
2009;Menn;Haugesund;1106;Rogaland;11;;;Fonna;12;Boomr Helse Vest RHF;3;;;17225
2009;Menn;Sokndal;1111;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;1656
2009;Menn;Lund;1112;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;1579
2009;Menn;Bjerkreim;1114;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;1334
2009;Menn;Hå;1119;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;8321
2009;Menn;Klepp;1120;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;8683
2009;Menn;Time;1121;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;8150
2009;Menn;Gjesdal;1122;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;5196
2009;Menn;Sola;1124;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;11604
2009;Menn;Randaberg;1127;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;5096
2009;Menn;Forsand;1129;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;584
2009;Menn;Strand;1130;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;5664
2009;Menn;Hjelmeland;1133;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;1381
2009;Menn;Suldal;1134;Rogaland;11;;;Fonna;12;Boomr Helse Vest RHF;3;;;1909
2009;Menn;Sauda;1135;Rogaland;11;;;Fonna;12;Boomr Helse Vest RHF;3;;;2319
2009;Menn;Finnøy;1141;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;1450
2009;Menn;Rennesøy;1142;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;2076
2009;Menn;Kvitsøy;1144;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;278
2009;Menn;Bokn;1145;Rogaland;11;;;Fonna;12;Boomr Helse Vest RHF;3;;;430
2009;Menn;Tysvær;1146;Rogaland;11;;;Fonna;12;Boomr Helse Vest RHF;3;;;5140
2009;Menn;Karmøy;1149;Rogaland;11;;;Fonna;12;Boomr Helse Vest RHF;3;;;19945
2009;Menn;Utsira;1151;Rogaland;11;;;Fonna;12;Boomr Helse Vest RHF;3;;;121
2009;Menn;Vindafjord;1160;Rogaland;11;;;Fonna;12;Boomr Helse Vest RHF;3;;;4149
2009;Menn;Bergen;1201;Hordaland;12;;;Bergen;11;Boomr Helse Vest RHF;3;;;127826
2009;Menn;Etne;1211;Hordaland;12;;;Fonna;12;Boomr Helse Vest RHF;3;;;1979
2009;Menn;Sveio;1216;Hordaland;12;;;Fonna;12;Boomr Helse Vest RHF;3;;;2562
2009;Menn;Bømlo;1219;Hordaland;12;;;Fonna;12;Boomr Helse Vest RHF;3;;;5768
2009;Menn;Stord;1221;Hordaland;12;;;Fonna;12;Boomr Helse Vest RHF;3;;;8856
2009;Menn;Fitjar;1222;Hordaland;12;;;Fonna;12;Boomr Helse Vest RHF;3;;;1498
2009;Menn;Tysnes;1223;Hordaland;12;;;Fonna;12;Boomr Helse Vest RHF;3;;;1386
2009;Menn;Kvinnherad;1224;Hordaland;12;;;Fonna;12;Boomr Helse Vest RHF;3;;;6620
2009;Menn;Jondal;1227;Hordaland;12;;;Fonna;12;Boomr Helse Vest RHF;3;;;519
2009;Menn;Odda;1228;Hordaland;12;;;Fonna;12;Boomr Helse Vest RHF;3;;;3475
2009;Menn;Ullensvang;1231;Hordaland;12;;;Fonna;12;Boomr Helse Vest RHF;3;;;1711
2009;Menn;Eidfjord;1232;Hordaland;12;;;Fonna;12;Boomr Helse Vest RHF;3;;;475
2009;Menn;Ulvik;1233;Hordaland;12;;;Bergen;11;Boomr Helse Vest RHF;3;;;578
2009;Menn;Granvin;1234;Hordaland;12;;;Bergen;11;Boomr Helse Vest RHF;3;;;490
2009;Menn;Voss;1235;Hordaland;12;;;Bergen;11;Boomr Helse Vest RHF;3;;;6846
2009;Menn;Kvam;1238;Hordaland;12;;;Bergen;11;Boomr Helse Vest RHF;3;;;4215
2009;Menn;Fusa;1241;Hordaland;12;;;Bergen;11;Boomr Helse Vest RHF;3;;;1955
2009;Menn;Samnanger;1242;Hordaland;12;;;Bergen;11;Boomr Helse Vest RHF;3;;;1195
2009;Menn;Os;1243;Hordaland;12;;;Bergen;11;Boomr Helse Vest RHF;3;;;8434
2009;Menn;Austevoll;1244;Hordaland;12;;;Bergen;11;Boomr Helse Vest RHF;3;;;2352
2009;Menn;Sund;1245;Hordaland;12;;;Bergen;11;Boomr Helse Vest RHF;3;;;3151
2009;Menn;Fjell;1246;Hordaland;12;;;Bergen;11;Boomr Helse Vest RHF;3;;;10946
2009;Menn;Askøy;1247;Hordaland;12;;;Bergen;11;Boomr Helse Vest RHF;3;;;12618
2009;Menn;Vaksdal;1251;Hordaland;12;;;Bergen;11;Boomr Helse Vest RHF;3;;;2037
2009;Menn;Modalen;1252;Hordaland;12;;;Bergen;11;Boomr Helse Vest RHF;3;;;170
2009;Menn;Osterøy;1253;Hordaland;12;;;Bergen;11;Boomr Helse Vest RHF;3;;;3806
2009;Menn;Meland;1256;Hordaland;12;;;Bergen;11;Boomr Helse Vest RHF;3;;;3321
2009;Menn;Øygarden;1259;Hordaland;12;;;Bergen;11;Boomr Helse Vest RHF;3;;;2157
2009;Menn;Radøy;1260;Hordaland;12;;;Bergen;11;Boomr Helse Vest RHF;3;;;2460
2009;Menn;Lindås;1263;Hordaland;12;;;Bergen;11;Boomr Helse Vest RHF;3;;;7312
2009;Menn;Austrheim;1264;Hordaland;12;;;Bergen;11;Boomr Helse Vest RHF;3;;;1446
2009;Menn;Fedje;1265;Hordaland;12;;;Bergen;11;Boomr Helse Vest RHF;3;;;296
2009;Menn;Masfjorden;1266;Hordaland;12;;;Bergen;11;Boomr Helse Vest RHF;3;;;826
2009;Menn;Flora;1401;Sogn og Fjordane;14;;;Førde;10;Boomr Helse Vest RHF;3;;;5980
2009;Menn;Gulen;1411;Sogn og Fjordane;14;;;Førde;10;Boomr Helse Vest RHF;3;;;1152
2009;Menn;Solund;1412;Sogn og Fjordane;14;;;Førde;10;Boomr Helse Vest RHF;3;;;454
2009;Menn;Hyllestad;1413;Sogn og Fjordane;14;;;Førde;10;Boomr Helse Vest RHF;3;;;796
2009;Menn;Høyanger;1416;Sogn og Fjordane;14;;;Førde;10;Boomr Helse Vest RHF;3;;;2165
2009;Menn;Vik;1417;Sogn og Fjordane;14;;;Førde;10;Boomr Helse Vest RHF;3;;;1390
2009;Menn;Balestrand;1418;Sogn og Fjordane;14;;;Førde;10;Boomr Helse Vest RHF;3;;;667
2009;Menn;Leikanger;1419;Sogn og Fjordane;14;;;Førde;10;Boomr Helse Vest RHF;3;;;1062
2009;Menn;Sogndal;1420;Sogn og Fjordane;14;;;Førde;10;Boomr Helse Vest RHF;3;;;3526
2009;Menn;Aurland;1421;Sogn og Fjordane;14;;;Førde;10;Boomr Helse Vest RHF;3;;;841
2009;Menn;Lærdal;1422;Sogn og Fjordane;14;;;Førde;10;Boomr Helse Vest RHF;3;;;1119
2009;Menn;Årdal;1424;Sogn og Fjordane;14;;;Førde;10;Boomr Helse Vest RHF;3;;;2891
2009;Menn;Luster;1426;Sogn og Fjordane;14;;;Førde;10;Boomr Helse Vest RHF;3;;;2487
2009;Menn;Askvoll;1428;Sogn og Fjordane;14;;;Førde;10;Boomr Helse Vest RHF;3;;;1525
2009;Menn;Fjaler;1429;Sogn og Fjordane;14;;;Førde;10;Boomr Helse Vest RHF;3;;;1430
2009;Menn;Gaular;1430;Sogn og Fjordane;14;;;Førde;10;Boomr Helse Vest RHF;3;;;1425
2009;Menn;Jølster;1431;Sogn og Fjordane;14;;;Førde;10;Boomr Helse Vest RHF;3;;;1499
2009;Menn;Førde;1432;Sogn og Fjordane;14;;;Førde;10;Boomr Helse Vest RHF;3;;;5985
2009;Menn;Naustdal;1433;Sogn og Fjordane;14;;;Førde;10;Boomr Helse Vest RHF;3;;;1395
2009;Menn;Bremanger;1438;Sogn og Fjordane;14;;;Førde;10;Boomr Helse Vest RHF;3;;;2002
2009;Menn;Vågsøy;1439;Sogn og Fjordane;14;;;Førde;10;Boomr Helse Vest RHF;3;;;3014
2009;Menn;Selje;1441;Sogn og Fjordane;14;;;Førde;10;Boomr Helse Vest RHF;3;;;1384
2009;Menn;Eid;1443;Sogn og Fjordane;14;;;Førde;10;Boomr Helse Vest RHF;3;;;2931
2009;Menn;Hornindal;1444;Sogn og Fjordane;14;;;Førde;10;Boomr Helse Vest RHF;3;;;647
2009;Menn;Gloppen;1445;Sogn og Fjordane;14;;;Førde;10;Boomr Helse Vest RHF;3;;;2844
2009;Menn;Stryn;1449;Sogn og Fjordane;14;;;Førde;10;Boomr Helse Vest RHF;3;;;3613
2009;Menn;Molde;1502;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;12334
2009;Menn;Ålesund;1504;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;21589
2009;Menn;Kristiansund;1505;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;11663
2009;Menn;Vanylven;1511;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;1813
2009;Menn;Sande;1514;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;1288
2009;Menn;Herøy;1515;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;4236
2009;Menn;Ulstein;1516;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;3891
2009;Menn;Hareid;1517;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;2442
2009;Menn;Volda;1519;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;4237
2009;Menn;Ørsta;1520;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;5212
2009;Menn;Ørskog;1523;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;1077
2009;Menn;Norddal;1524;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;885
2009;Menn;Stranda;1525;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;2287
2009;Menn;Stordal;1526;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;505
2009;Menn;Sykkylven;1528;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;3817
2009;Menn;Skodje;1529;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;1990
2009;Menn;Sula;1531;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;3982
2009;Menn;Giske;1532;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;3560
2009;Menn;Haram;1534;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;4494
2009;Menn;Vestnes;1535;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;3347
2009;Menn;Rauma;1539;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;3717
2009;Menn;Nesset;1543;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;1571
2009;Menn;Midsund;1545;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;1000
2009;Menn;Sandøy;1546;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;668
2009;Menn;Aukra;1547;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;1603
2009;Menn;Fræna;1548;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;4710
2009;Menn;Eide;1551;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;1702
2009;Menn;Averøy;1554;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;2801
2009;Menn;Gjemnes;1557;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;1331
2009;Menn;Tingvoll;1560;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;1539
2009;Menn;Sunndal;1563;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;3656
2009;Menn;Surnadal;1566;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;3032
2009;Menn;Rindal;1567;Møre og Romsdal;15;;;St. Olavs;7;Boomr Helse Midt-Norge RHF;2;;;1036
2009;Menn;Halsa;1571;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;836
2009;Menn;Smøla;1573;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;1079
2009;Menn;Aure;1576;Møre og Romsdal;15;;;Møre og Romsdal;8;Boomr Helse Midt-Norge RHF;2;;;1790
2009;Menn;Trondheim;1601;Sør-Trøndelag;16;;;St. Olavs;7;Boomr Helse Midt-Norge RHF;2;;;85554
2009;Menn;Hemne;1612;Sør-Trøndelag;16;;;St. Olavs;7;Boomr Helse Midt-Norge RHF;2;;;2099
2009;Menn;Snillfjord;1613;Sør-Trøndelag;16;;;St. Olavs;7;Boomr Helse Midt-Norge RHF;2;;;545
2009;Menn;Hitra;1617;Sør-Trøndelag;16;;;St. Olavs;7;Boomr Helse Midt-Norge RHF;2;;;2201
2009;Menn;Frøya;1620;Sør-Trøndelag;16;;;St. Olavs;7;Boomr Helse Midt-Norge RHF;2;;;2196
2009;Menn;Ørland;1621;Sør-Trøndelag;16;;;St. Olavs;7;Boomr Helse Midt-Norge RHF;2;;;2593
2009;Menn;Agdenes;1622;Sør-Trøndelag;16;;;St. Olavs;7;Boomr Helse Midt-Norge RHF;2;;;861
2009;Menn;Rissa;1624;Sør-Trøndelag;16;;;St. Olavs;7;Boomr Helse Midt-Norge RHF;2;;;3278
2009;Menn;Bjugn;1627;Sør-Trøndelag;16;;;St. Olavs;7;Boomr Helse Midt-Norge RHF;2;;;2260
2009;Menn;Åfjord;1630;Sør-Trøndelag;16;;;St. Olavs;7;Boomr Helse Midt-Norge RHF;2;;;1667
2009;Menn;Roan;1632;Sør-Trøndelag;16;;;Nord-Trøndelag;6;Boomr Helse Midt-Norge RHF;2;;;501
2009;Menn;Osen;1633;Sør-Trøndelag;16;;;Nord-Trøndelag;6;Boomr Helse Midt-Norge RHF;2;;;536
2009;Menn;Oppdal;1634;Sør-Trøndelag;16;;;St. Olavs;7;Boomr Helse Midt-Norge RHF;2;;;3277
2009;Menn;Rennebu;1635;Sør-Trøndelag;16;;;St. Olavs;7;Boomr Helse Midt-Norge RHF;2;;;1317
2009;Menn;Meldal;1636;Sør-Trøndelag;16;;;St. Olavs;7;Boomr Helse Midt-Norge RHF;2;;;1962
2009;Menn;Orkdal;1638;Sør-Trøndelag;16;;;St. Olavs;7;Boomr Helse Midt-Norge RHF;2;;;5656
2009;Menn;Røros;1640;Sør-Trøndelag;16;;;St. Olavs;7;Boomr Helse Midt-Norge RHF;2;;;2749
2009;Menn;Holtålen;1644;Sør-Trøndelag;16;;;St. Olavs;7;Boomr Helse Midt-Norge RHF;2;;;1020
2009;Menn;Midtre Gauldal;1648;Sør-Trøndelag;16;;;St. Olavs;7;Boomr Helse Midt-Norge RHF;2;;;3041
2009;Menn;Melhus;1653;Sør-Trøndelag;16;;;St. Olavs;7;Boomr Helse Midt-Norge RHF;2;;;7592
